cz,Name,AllAmericanIndian,AllAll,AllAsian,AllWhite,AllHispanic,AllBlack,HighAmericanIndian,HighAll,HighAsian,HighWhite,HighHispanic,HighBlack,LowAmericanIndian,LowAll,LowAsian,LowWhite,LowHispanic,LowBlack,MediumAmericanIndian,MediumAll,MediumAsian,MediumWhite,MediumHispanic,MediumBlack
cz29800,"Aurora, MO",19337.0,25153,31943.0,25882,22806.0,19022.0,25841.0,31789,36085.0,32179,25691.0,30873.0,17091.0,21260,26452.0,21920,22321.0,16574.0,21386.0,26466,30567.0,26827,23997.0,24002.0
cz32701,"Brownwood, TX",19302.0,27441,31190.0,29191,26329.0,21373.0,36656.0,35493,35329.0,35808,36296.0,31448.0,18129.0,23450,28532.0,24392,25076.0,20355.0,27230.0,29370,31437.0,29815,30609.0,26126.0
cz401,"Winston-Salem, NC",19272.0,27531,34049.0,30077,24945.0,21400.0,23458.0,31943,36903.0,32634,31836.0,28797.0,15758.0,19401,27499.0,20496,22041.0,18762.0,19504.0,25608,31506.0,26307,26914.0,23983.0
cz38501,"Moses Lake, WA",19271.0,29204,31372.0,30872,28181.0,19156.0,26513.0,34620,31643.0,35259,34035.0,29011.0,16804.0,23542,31410.0,23996,25948.0,16389.0,21570.0,28996,31510.0,29355,29951.0,22934.0
cz700,"Spartanburg, NC & SC",19270.0,26022,31609.0,27952,24199.0,22391.0,26282.0,31702,35180.0,32130,28646.0,30483.0,14462.0,19739,28643.0,19915,21855.0,20559.0,20189.0,25659,31438.0,25766,25235.0,25723.0
cz4402,"Richmond, KY",19264.0,23702,36729.0,24361,25256.0,20156.0,26938.0,30915,36987.0,31615,30266.0,27974.0,13109.0,18449,34474.0,18864,22393.0,17499.0,19766.0,24620,35549.0,24973,26311.0,22939.0
cz14000,"Muncie, IN",19232.0,26707,37928.0,27683,24068.0,20920.0,21785.0,31280,38938.0,31864,29221.0,26475.0,16072.0,18988,30094.0,19613,19680.0,17812.0,18851.0,25073,33835.0,25482,24434.0,22307.0
cz7900,"Gainesville, FL",19197.0,26593,39831.0,29364,29167.0,19017.0,30149.0,32355,41212.0,33016,33307.0,27800.0,14116.0,20508,34181.0,22360,25451.0,18003.0,21918.0,26367,37144.0,27453,29345.0,23094.0
cz8401,"Aiken, GA & SC",19148.0,26450,41445.0,29856,26621.0,22379.0,26324.0,31665,42101.0,32358,29843.0,29512.0,15008.0,20391,36341.0,21171,23596.0,20293.0,20512.0,25969,38767.0,26525,26702.0,25090.0
cz36800,"Medford, OR",19138.0,26770,30592.0,27741,25084.0,21005.0,26564.0,31682,32100.0,32269,30659.0,25168.0,16636.0,21971,28743.0,22729,23240.0,19012.0,21508.0,26771,30183.0,27289,26929.0,22206.0
cz1100,"Hickory, NC",19135.0,25798,29130.0,27314,23792.0,20186.0,28975.0,31255,36456.0,31769,28311.0,27702.0,12636.0,18391,26280.0,18927,22413.0,18199.0,20523.0,24758,30624.0,25080,25348.0,23138.0
cz35001,"Phoenix, AZ",19095.0,29299,37912.0,31960,26708.0,24097.0,24832.0,32660,39788.0,33468,31695.0,29397.0,16495.0,23204,33487.0,25385,24106.0,21318.0,20575.0,27870,36155.0,29238,27874.0,25520.0
cz27802,"Columbus, NE",19065.0,35336,,36473,26718.0,28603.0,19066.0,39739,,40113,30932.0,33973.0,19326.0,29604,,31264,25657.0,26568.0,19199.0,34509,,35406,28276.0,30395.0
cz36600,"Redding, CA",19035.0,27389,30350.0,28318,26756.0,24648.0,26224.0,32720,36615.0,33177,32921.0,31761.0,16074.0,22345,29164.0,22898,24314.0,20992.0,21040.0,27468,32338.0,27807,28585.0,26592.0
cz35300,"Farmington, CO & NM",19013.0,28109,31002.0,32214,27338.0,25489.0,26372.0,33104,29497.0,34830,31775.0,28623.0,17445.0,22846,33811.0,27046,24102.0,23136.0,21834.0,27908,31950.0,30743,27912.0,25986.0
cz34001,"Hot Springs, AR",19012.0,24893,33528.0,26499,23246.0,21576.0,18131.0,32776,37722.0,33217,31112.0,32111.0,18874.0,20461,31231.0,21194,21895.0,20717.0,18509.0,26550,33986.0,26945,26482.0,26641.0
cz38401,"Lewiston, ID & WA",18950.0,29692,26821.0,30650,23938.0,25083.0,25323.0,33538,24800.0,34265,28618.0,29544.0,15489.0,24069,34040.0,25065,19484.0,22435.0,20280.0,28735,30059.0,29446,24034.0,26130.0
cz19902,"Easton, MD",18867.0,30278,30746.0,32696,27858.0,22972.0,15483.0,35092,36489.0,35804,30985.0,32587.0,20392.0,22874,25645.0,24639,24575.0,21364.0,17944.0,28889,30276.0,29941,27758.0,27195.0
cz28304,"Valentine, NE",18866.0,32582,,33591,22325.0,,28480.0,40700,,41096,24148.0,,17012.0,28234,,29290,21631.0,,22655.0,34250,,34792,22880.0,
cz7800,"Ocala, FL",18816.0,24932,35245.0,26259,26537.0,19167.0,26701.0,31374,37127.0,31887,32590.0,27053.0,16462.0,20698,33003.0,21480,24673.0,18140.0,21484.0,25980,34759.0,26461,28602.0,22769.0
cz21002,"Houghton, MI",18810.0,30742,39177.0,31392,30385.0,28616.0,23574.0,35286,39692.0,35758,31075.0,41467.0,17911.0,24568,38961.0,25318,29248.0,6965.0,20689.0,29833,39275.0,30273,30152.0,24506.0
cz35902,"Price, UT",18794.0,28593,,29353,25251.0,,27661.0,32079,,32622,29446.0,,14830.0,22634,,23446,20381.0,,21079.0,27298,,27828,24897.0,
cz20003,"Presque Isle, ME",18779.0,29005,27509.0,29838,26749.0,25589.0,29012.0,35580,28356.0,36166,36729.0,35470.0,14854.0,23420,24776.0,24369,20954.0,18286.0,21763.0,29397,26317.0,29968,28761.0,27201.0
cz28202,"Omaha, IA & NE",18698.0,32895,35600.0,34938,28345.0,22102.0,26021.0,36079,36638.0,36868,34007.0,29805.0,15533.0,24144,32635.0,26332,24284.0,20159.0,20650.0,29998,34340.0,31316,29103.0,25179.0
cz29005,"Hutchinson, KS",18692.0,30588,31206.0,31616,26631.0,21958.0,18746.0,35632,31360.0,36207,33854.0,26554.0,18377.0,23782,25857.0,24725,22352.0,20501.0,18558.0,29603,28225.0,30172,28065.0,23647.0
cz21101,"Rice Lake, WI",18626.0,31365,26757.0,32144,25695.0,21710.0,25754.0,36926,27522.0,37545,28596.0,28926.0,15979.0,25398,25782.0,26237,23615.0,18453.0,20757.0,31036,26531.0,31578,26090.0,23901.0
cz500,"Greensboro, NC & VA",18621.0,26561,30472.0,29283,23535.0,21370.0,27123.0,31914,37563.0,32468,29060.0,29700.0,13340.0,19266,25372.0,20570,21209.0,18867.0,19983.0,25525,30566.0,26266,25119.0,24505.0
cz34106,"Nome, AK",18613.0,22170,,33284,,,28914.0,30730,,34614,,,14928.0,15743,,19551,,,21755.0,23124,,26754,,
cz35500,"Gallup, AZ & NM",18611.0,23819,41215.0,29401,25193.0,28381.0,24571.0,29863,42142.0,32374,30848.0,34887.0,16559.0,19624,40485.0,24757,21959.0,23974.0,20479.0,24693,41192.0,28392,26384.0,29618.0
cz25601,"Carbondale, IL",18607.0,28291,34669.0,29336,25520.0,19873.0,22313.0,34615,35662.0,35121,28615.0,28252.0,15413.0,21745,31349.0,22587,23760.0,18538.0,18757.0,28092,33191.0,28562,26172.0,23589.0
cz302,"Knoxville, TN",18606.0,25563,36047.0,26557,25792.0,19647.0,27244.0,30740,37212.0,31172,30696.0,26944.0,13820.0,18207,31649.0,18882,20954.0,17062.0,20309.0,24410,34014.0,24772,25806.0,22185.0
cz1400,"Fayetteville, NC",18526.0,23942,31716.0,27711,25804.0,21097.0,26901.0,31166,35394.0,32240,31703.0,29400.0,16007.0,18919,28094.0,20322,22637.0,18982.0,21341.0,24982,31214.0,26029,27145.0,24403.0
cz26002,"Duluth, MN & WI",18474.0,33299,34901.0,34133,29108.0,24529.0,27863.0,37090,35999.0,37559,33495.0,26892.0,15859.0,25683,30853.0,26777,23037.0,23412.0,21740.0,31258,33049.0,31867,28230.0,25219.0
cz37903,"Mammoth Lakes, CA",18440.0,31857,35904.0,34997,26978.0,,20896.0,35786,54071.0,37808,26601.0,,17513.0,25783,24749.0,28729,27115.0,,19169.0,30686,36073.0,33006,26860.0,
cz200,"Morristown, TN",18422.0,22862,25460.0,23462,19795.0,21467.0,35891.0,30379,24210.0,30812,24374.0,30181.0,14302.0,17995,26330.0,18398,17963.0,18932.0,24842.0,24124,25419.0,24346,21141.0,24787.0
cz28702,"Glenwood Springs, CO",18366.0,31454,25727.0,33394,27599.0,31214.0,14793.0,33793,24691.0,34926,32615.0,36831.0,21375.0,25845,29432.0,28335,24480.0,24324.0,18075.0,29755,27396.0,31463,28518.0,30763.0
cz5300,"West Memphis, AR",18344.0,22952,35655.0,27927,26533.0,19540.0,32218.0,32192,40054.0,33032,38153.0,29285.0,12463.0,19982,30335.0,22339,24242.0,19445.0,22042.0,26023,34430.0,27449,31076.0,24565.0
cz34404,"Butte-Silver Bow, MT",18330.0,31958,22991.0,32668,30573.0,,19988.0,37644,24585.0,38143,39260.0,,17693.0,25463,23015.0,26123,27018.0,,18817.0,31409,23691.0,31791,32999.0,
cz27004,"Winner, SD",18250.0,33335,,34503,,,38943.0,40415,,40311,,,17563.0,30519,,32084,,,28017.0,35300,,35935,,
cz2800,"Laurel, MS",18211.0,24914,43978.0,28325,24113.0,20978.0,16919.0,33969,43427.0,34745,32501.0,30364.0,18421.0,21436,46585.0,22828,22790.0,20804.0,17679.0,27623,45197.0,28511,27616.0,25778.0
cz29104,"Salina, KS",18210.0,30919,30958.0,31883,27804.0,22165.0,20241.0,35367,34148.0,35891,32775.0,27647.0,16055.0,23694,26320.0,24466,23922.0,20195.0,18088.0,29433,29679.0,29891,28317.0,24072.0
cz1301,"Bennettsville, SC",18200.0,22887,30139.0,26691,27749.0,20254.0,35919.0,32609,34022.0,33302,41116.0,31276.0,14386.0,19468,26613.0,20776,26588.0,19793.0,24901.0,25970,29792.0,26769,33642.0,25769.0
cz9800,"Auburn, AL",18172.0,26533,40473.0,30562,23369.0,22603.0,25206.0,32673,41348.0,32919,27058.0,31642.0,11809.0,21025,35665.0,21716,19585.0,21370.0,18220.0,26783,38065.0,27073,23304.0,26711.0
cz27011,"Pierre, SD",18105.0,35653,,37434,23760.0,,28011.0,40048,,40802,23399.0,,15901.0,26492,,29018,23122.0,,21836.0,33057,,34515,23260.0,
cz25200,"Henderson, KY",18088.0,27232,41017.0,28104,22003.0,21000.0,11091.0,32752,42083.0,33202,25418.0,26204.0,29141.0,20669,36587.0,21290,19716.0,19424.0,20109.0,26643,38902.0,26987,22550.0,22946.0
cz25702,"Poplar Bluff, MO",18077.0,22809,46063.0,23458,24369.0,18059.0,24063.0,31140,45860.0,31384,37513.0,30844.0,15883.0,19233,38439.0,19687,21448.0,17992.0,19869.0,25127,41504.0,25292,29381.0,24679.0
cz23200,"Dubuque, IA & IL",18076.0,35995,36173.0,36429,32093.0,21840.0,18314.0,39329,35631.0,39642,36964.0,30279.0,15763.0,29536,37507.0,30145,26982.0,21063.0,17001.0,34281,36697.0,34594,31891.0,25858.0
cz3101,"McComb, MS",18054.0,24457,31807.0,28371,24745.0,21509.0,35795.0,34374,41454.0,34571,32473.0,34089.0,15186.0,21832,29204.0,23696,24763.0,21717.0,25281.0,28019,34337.0,28879,28589.0,28136.0
cz20301,"Berlin, NH & VT",18014.0,30291,39281.0,30831,27693.0,16497.0,27294.0,36254,35358.0,36958,31741.0,10315.0,12725.0,24291,47473.0,24615,24073.0,23898.0,19736.0,30155,41942.0,30461,27881.0,16681.0
cz2900,"Hattiesburg, MS",17948.0,25141,29519.0,28259,25167.0,20319.0,24704.0,32642,33959.0,33109,29261.0,31057.0,16603.0,20889,27111.0,22371,24033.0,20179.0,20568.0,26699,30048.0,27502,26630.0,25840.0
cz34901,"Albuquerque, NM",17942.0,27314,35877.0,31451,25569.0,24424.0,24640.0,32280,38034.0,33420,31687.0,29775.0,15777.0,21796,33398.0,24610,22195.0,21215.0,20097.0,26976,35369.0,28811,26917.0,25668.0
cz29402,"Emporia, KS",17938.0,31403,34748.0,32981,27667.0,25043.0,18461.0,36394,37332.0,36712,35671.0,38243.0,17616.0,24971,33252.0,26576,25423.0,19937.0,18030.0,30566,34990.0,31372,30482.0,29375.0
cz36700,"Eureka, CA",17797.0,27226,28902.0,28521,26546.0,24742.0,22217.0,31967,33877.0,32829,31424.0,28688.0,15274.0,21734,26271.0,22727,23644.0,20212.0,18634.0,26792,29536.0,27554,27509.0,24622.0
cz26406,"Wolf Point, MT",17658.0,30173,,34579,,,27138.0,38048,,38639,,,16685.0,26166,,31633,,,21818.0,31958,,34926,,
cz4401,"London, KY",17605.0,21957,41861.0,22549,21144.0,22795.0,19064.0,30392,48882.0,30959,27688.0,34256.0,16633.0,18089,35139.0,18575,18596.0,18806.0,17819.0,24179,40647.0,24510,23121.0,26833.0
cz1600,"Wilson, NC",17578.0,25737,38856.0,31005,23520.0,21453.0,31349.0,33000,46195.0,34047,31298.0,30880.0,11879.0,20167,33640.0,22512,21474.0,19875.0,21303.0,26512,38775.0,28019,26365.0,25602.0
cz11402,"Marinette, MI & WI",17578.0,31808,38563.0,32284,28803.0,25640.0,27918.0,36127,41075.0,36389,30564.0,33120.0,12771.0,25090,34531.0,25814,27515.0,18811.0,20071.0,30499,37293.0,30823,29029.0,26252.0
cz26304,"Minot, ND",17561.0,36167,35516.0,37100,29787.0,26435.0,24578.0,40685,36983.0,41264,31853.0,31840.0,16790.0,30027,25698.0,31210,28487.0,21394.0,20604.0,35171,30512.0,35897,30153.0,26824.0
cz39302,"Bellingham, WA",17515.0,30119,33368.0,31783,24552.0,21690.0,26145.0,33384,36887.0,34226,27239.0,28953.0,14457.0,24100,31028.0,25980,22728.0,17832.0,20117.0,28675,33521.0,29903,24972.0,23614.0
cz35702,"Burley, ID",17497.0,28162,29735.0,29914,25866.0,,27508.0,33465,29699.0,33707,32556.0,,14944.0,23756,31022.0,25394,24395.0,,21066.0,28543,30452.0,29355,28446.0,
cz32201,"Huntsville, TX",17493.0,27107,36418.0,30221,26395.0,20860.0,16613.0,34635,39027.0,35249,31564.0,31294.0,17625.0,22609,29757.0,24388,25340.0,20141.0,17125.0,28536,33676.0,29554,28430.0,25944.0
cz27603,"Southwest Jackson UT, SD",17490.0,30050,,31180,,,14615.0,36720,,36850,,,17644.0,27981,,29258,,,16125.0,32250,,32843,,
cz34802,"Santa Fe, NM",17474.0,29482,37148.0,34057,27963.0,27707.0,27343.0,33036,37915.0,34671,32959.0,32650.0,15077.0,23580,33674.0,27588,24275.0,21161.0,21056.0,28244,35480.0,30953,28584.0,27131.0
cz38100,"Yuma, AZ & CA",17448.0,22886,34131.0,30451,26557.0,23558.0,28413.0,33286,36251.0,32891,33110.0,29816.0,14938.0,20048,31758.0,23407,25479.0,20188.0,21511.0,26593,33673.0,27936,29263.0,25198.0
cz29700,"Springfield, MO",17439.0,26221,30631.0,26874,25799.0,20431.0,24108.0,32116,34571.0,32535,32476.0,29469.0,14419.0,20695,28018.0,21264,23052.0,17920.0,19089.0,26344,30824.0,26657,27734.0,23927.0
cz35901,"St. George, UT",17394.0,26861,33908.0,27518,24092.0,16895.0,21150.0,29694,35132.0,29709,28930.0,28163.0,15929.0,22761,32004.0,23464,21862.0,8590.0,18465.0,26187,33342.0,26450,25381.0,18531.0
cz26702,"Grafton, MN & ND",17339.0,36556,,37384,26582.0,,17878.0,40570,,41304,30945.0,,16257.0,31737,,32420,26381.0,,17047.0,36007,,36565,28647.0,
cz100,"Johnson City, TN & VA",17267.0,24157,35806.0,24765,21867.0,19639.0,20807.0,30739,35961.0,31122,27602.0,27154.0,14944.0,17583,29609.0,18089,18167.0,16817.0,17768.0,24091,32320.0,24334,22860.0,22174.0
cz26704,"Grand Forks, MN & ND",17199.0,35324,33296.0,36358,27651.0,30333.0,28128.0,38497,34061.0,39032,34032.0,29310.0,16257.0,28889,22155.0,30223,25410.0,30842.0,22084.0,33556,27284.0,34357,29680.0,30047.0
cz14300,"Columbus, IN",17195.0,28081,37203.0,28599,27902.0,25697.0,11360.0,32275,37751.0,32626,33985.0,32386.0,23302.0,20040,34536.0,20648,21177.0,18053.0,17268.0,26093,35909.0,26382,27542.0,25508.0
cz6401,"Chattanooga, GA & TN",17105.0,25819,37257.0,27309,23952.0,21397.0,20889.0,31072,39467.0,31340,28908.0,29788.0,15877.0,19306,32273.0,19951,19269.0,19430.0,18310.0,25130,35313.0,25408,24071.0,24821.0
cz27005,"Yankton, NE & SD",17100.0,35828,,36661,29222.0,42579.0,23684.0,40136,,40363,48823.0,41784.0,15250.0,31394,,32746,21237.0,38872.0,19340.0,35624,,36315,34191.0,40364.0
cz34603,"Casper, WY",17096.0,33786,35634.0,34827,29044.0,27605.0,27490.0,37609,35866.0,38133,32822.0,29246.0,16096.0,27294,34292.0,28257,27331.0,26513.0,21682.0,32323,34966.0,32907,30050.0,27930.0
cz16500,"Erie, NY & PA",16918.0,30158,36326.0,31006,24065.0,18958.0,30153.0,35451,37833.0,35840,32580.0,26966.0,11984.0,22528,30420.0,23413,20747.0,17197.0,20764.0,28888,33566.0,29323,26637.0,22263.0
cz30602,"Alamogordo, NM",16829.0,25966,33240.0,28604,24992.0,22457.0,26005.0,33564,42840.0,34204,33052.0,33907.0,16209.0,21740,26004.0,23709,22684.0,17303.0,21004.0,27578,33036.0,28713,27835.0,25930.0
cz36301,"Pocatello, ID",16806.0,28257,32935.0,28985,25818.0,23148.0,22356.0,31251,36874.0,31585,28652.0,25057.0,14423.0,23052,23419.0,23852,24575.0,20127.0,18234.0,27101,29178.0,27545,26600.0,22686.0
cz36402,"Vernal, UT",16774.0,30034,,31202,17580.0,,22181.0,33343,,34110,15062.0,,16028.0,26175,,27558,19303.0,,19022.0,29702,,30673,17157.0,
cz34308,"Billings, MT",16696.0,31644,33418.0,32874,25180.0,22637.0,24871.0,35296,37544.0,35878,33060.0,26785.0,14179.0,25860,22922.0,27556,21293.0,20349.0,19332.0,30490,29174.0,31499,27145.0,23695.0
cz35100,"Tucson, AZ",16652.0,27247,35291.0,30324,25724.0,23445.0,22156.0,32175,38161.0,32817,31696.0,29336.0,14878.0,22078,30541.0,23995,23286.0,20269.0,18388.0,27067,33772.0,28206,27465.0,24987.0
cz12501,"Dayton, OH",16640.0,28917,39654.0,30420,27184.0,21515.0,26094.0,33492,40223.0,34072,31499.0,28100.0,10707.0,20664,32149.0,21767,20985.0,18952.0,18081.0,27003,35553.0,27644,26221.0,23710.0
cz29504,"Sedalia, MO",16609.0,26872,28837.0,27680,22179.0,23107.0,23658.0,34397,35300.0,34747,34743.0,28042.0,14454.0,21641,21488.0,22388,19704.0,21763.0,18887.0,27934,27431.0,28284,27179.0,25028.0
cz13101,"Louisville, IN & KY",16522.0,29103,34267.0,30896,26350.0,22435.0,18974.0,33234,36820.0,33829,29904.0,29638.0,13615.0,21185,29168.0,22077,23058.0,20270.0,16171.0,27138,32426.0,27691,26463.0,25144.0
cz34203,"Great Falls, MT",16486.0,29962,27219.0,31187,27601.0,24005.0,30643.0,35062,33033.0,35287,36621.0,28035.0,15206.0,24209,24220.0,25870,22221.0,22475.0,22768.0,29544,28012.0,30342,29340.0,25365.0
cz29302,"Newton, KS",16427.0,31765,30540.0,32519,27426.0,30398.0,33175.0,35412,28506.0,35756,33967.0,37340.0,7623.0,24885,37236.0,25909,21240.0,25597.0,19975.0,30053,33435.0,30580,27565.0,31631.0
cz35904,"Richfield, UT",16409.0,28950,,29496,30930.0,,24862.0,32017,,32617,30024.0,,14551.0,25485,,25854,31766.0,,19535.0,28705,,29079,30901.0,
cz34304,"Sheridan, MT & WY",16360.0,32528,,34386,24523.0,,23663.0,36648,,37860,27030.0,,14626.0,26960,,29089,23224.0,,18986.0,31696,,33220,25116.0,
cz28001,"Sioux City, IA & NE & SD",16268.0,32662,32295.0,34391,26912.0,21596.0,24679.0,37004,38063.0,37577,34407.0,24041.0,14527.0,25452,29433.0,27610,24793.0,20279.0,19431.0,31100,33093.0,32313,29555.0,22229.0
cz25104,"Heber Springs, AR",16226.0,24147,,24734,22052.0,24039.0,,31717,,32198,31349.0,35838.0,16858.0,21082,,21624,20062.0,20171.0,27851.0,26341,,26683,25685.0,28288.0
cz10400,"Meridian, MS",16195.0,24716,32814.0,29017,23984.0,20762.0,19444.0,33535,36573.0,34306,31881.0,32224.0,15261.0,20139,27895.0,21652,20318.0,20353.0,17278.0,26761,31595.0,27696,26077.0,26526.0
cz6302,"Cookeville, TN",16076.0,24453,34138.0,24917,20762.0,17816.0,30292.0,31202,36631.0,31435,24808.0,26803.0,14281.0,19505,29311.0,19929,19840.0,15186.0,22082.0,25295,32429.0,25442,22308.0,21163.0
cz26801,"Fargo, MN & ND",16021.0,36327,35791.0,37181,25462.0,27200.0,29391.0,39182,37554.0,39583,32330.0,30587.0,13771.0,29046,33328.0,30314,22944.0,25806.0,21349.0,33960,35127.0,34657,27608.0,28286.0
cz35600,"Hilo, HI",15942.0,29598,36679.0,29922,25851.0,33499.0,9543.0,34123,38303.0,33498,31688.0,36738.0,16601.0,24030,30611.0,24855,22256.0,29495.0,13189.0,29000,33871.0,28976,26947.0,33214.0
cz21400,"St. Cloud, MN",15928.0,35758,31470.0,36388,29127.0,24293.0,29468.0,38523,33223.0,38914,31734.0,34306.0,11505.0,28525,27468.0,29496,26777.0,20616.0,20170.0,33382,29939.0,33917,29236.0,27722.0
cz25900,"Jonesboro, AR",15857.0,25034,26518.0,25855,24586.0,18921.0,33237.0,32158,25255.0,32590,28467.0,27481.0,14562.0,20178,29987.0,20788,23667.0,18158.0,23696.0,26105,27955.0,26437,26052.0,23002.0
cz16801,"Beckley, WV",15851.0,26388,37249.0,27144,27317.0,21976.0,26013.0,32741,37326.0,33295,35764.0,26799.0,14788.0,20769,36388.0,21022,23862.0,21039.0,20237.0,26688,36791.0,26893,29745.0,24034.0
cz1302,"Florence, SC",15846.0,24409,37661.0,28021,23744.0,20653.0,22895.0,32000,39340.0,32583,29700.0,30238.0,14396.0,20195,35610.0,21351,21558.0,20168.0,18482.0,26035,37198.0,26725,25612.0,25409.0
cz26701,"Bemidji, MN",15806.0,32043,33712.0,33740,27153.0,34443.0,26152.0,38395,37829.0,38860,32889.0,40893.0,14244.0,25941,27117.0,28262,24298.0,26982.0,20002.0,32006,31671.0,33241,28562.0,34046.0
cz27009,"Chamberlain, SD",15805.0,32304,,35810,,,28737.0,38904,,40032,,,12615.0,27527,,32372,,,20393.0,33053,,35963,,
cz9500,"Talladega, AL",15747.0,25102,30456.0,27161,21521.0,22893.0,18070.0,32815,35203.0,33381,23487.0,31783.0,12916.0,20817,25396.0,20738,20763.0,22195.0,15387.0,26748,29599.0,26787,22115.0,27176.0
cz26602,"Sisseton, SD",15743.0,32851,,36000,,,21983.0,41361,,41396,,,14811.0,27907,,32300,,,18267.0,34383,,36542,,
cz28101,"Lincoln, NE",15669.0,33201,36443.0,34258,26375.0,22097.0,25456.0,36043,40894.0,36506,30047.0,27516.0,13642.0,25318,33123.0,26431,22945.0,20113.0,19324.0,30574,36397.0,31201,26478.0,23964.0
cz26901,"Fergus Falls, MN",15620.0,35056,42465.0,35564,24094.0,27216.0,18070.0,39143,42247.0,39546,24930.0,36526.0,14797.0,29397,43446.0,29990,23356.0,22153.0,16371.0,34122,42927.0,34467,24138.0,29576.0
cz14700,"Evansville, IL & IN",15605.0,31132,37115.0,32141,25932.0,22343.0,18710.0,35254,38568.0,35683,30397.0,31915.0,11840.0,22065,28664.0,23033,21039.0,19496.0,15150.0,28562,32859.0,29054,25700.0,25957.0
cz34504,"Missoula, MT",15582.0,30354,30639.0,31062,29795.0,31476.0,20336.0,34261,35322.0,34704,36643.0,31218.0,14660.0,25309,27991.0,26032,24291.0,31725.0,17384.0,29712,31125.0,30154,30381.0,31463.0
cz39000,"Yakima, WA",15550.0,28466,35586.0,31266,26645.0,19859.0,20745.0,34441,37654.0,35046,34051.0,25440.0,13970.0,22931,30977.0,23809,25268.0,18025.0,17204.0,28604,33812.0,29159,29618.0,21870.0
cz30604,"Deming, NM",15507.0,23553,41927.0,28025,24181.0,23131.0,13937.0,33318,45804.0,32879,31929.0,22530.0,15513.0,21156,39096.0,24166,23261.0,23166.0,14733.0,27164,41875.0,28324,27568.0,22836.0
cz27704,"Gordon, NE & SD",15478.0,27082,,33025,34014.0,,24673.0,36179,,38732,34925.0,,14647.0,24451,,30765,35358.0,,19495.0,30201,,34507,35143.0,
cz34503,"Kalispell, MT",15458.0,28484,30808.0,29713,24402.0,28411.0,26354.0,33447,38337.0,34103,29196.0,43970.0,12862.0,23699,25169.0,25131,21303.0,21739.0,19344.0,28505,30769.0,29405,25233.0,32948.0
cz34201,"Havre, MT",15182.0,28183,,31557,22232.0,,21694.0,33440,,34694,31360.0,,13990.0,23133,,27586,17030.0,,17673.0,28217,,30962,24161.0,
cz32305,"Del Rio, TX",15181.0,27921,28329.0,33180,28631.0,31028.0,19842.0,35288,26629.0,35575,35370.0,40350.0,12509.0,26273,29757.0,27703,27885.0,23047.0,16006.0,30695,28414.0,31435,31578.0,31885.0
cz21600,"Brainerd, MN",15168.0,32078,31789.0,32950,29646.0,28798.0,18493.0,36376,33602.0,36879,32703.0,26946.0,14550.0,26137,25549.0,27121,27783.0,29969.0,16440.0,31148,29010.0,31735,30219.0,28404.0
cz20002,"Calais, ME",15166.0,23876,,24854,24346.0,,19127.0,30856,,31560,32428.0,,14117.0,19692,,20678,16809.0,,16509.0,25219,,25890,24578.0,
cz4902,"Dyersburg, TN",15147.0,23819,26476.0,26539,21505.0,20140.0,37479.0,32376,34907.0,32892,25720.0,30157.0,12764.0,19163,23307.0,20371,20223.0,18883.0,24759.0,25701,28293.0,26365,22956.0,24751.0
cz5800,"Dickson, TN",15013.0,25638,39593.0,26596,22138.0,20351.0,16520.0,32269,45187.0,32822,27142.0,26872.0,14075.0,19849,31562.0,20571,19349.0,18190.0,15257.0,25994,37163.0,26435,23228.0,22699.0
cz34202,"Shelby, MT",15012.0,29910,,32833,32472.0,,26611.0,37207,,37816,42247.0,,14534.0,24720,,28124,26868.0,,20392.0,30826,,32691,34299.0,
cz18400,"Plattsburgh, NY",14996.0,30396,38887.0,31029,27879.0,32529.0,24363.0,35774,41485.0,36159,35676.0,39572.0,9713.0,23267,27605.0,24052,19354.0,26313.0,16723.0,29413,33428.0,29800,27456.0,33079.0
cz9301,"Winder, GA",14919.0,26902,34937.0,29572,25089.0,21621.0,20913.0,32266,40582.0,32670,29945.0,31011.0,11536.0,20314,28607.0,21427,22780.0,20117.0,16017.0,26226,33644.0,26806,26345.0,25786.0
cz34112,"Bethel, AK",14885.0,15541,,31135,,,21715.0,23072,,32960,,,14392.0,14650,,25088,,,17905.0,18721,,28842,,
cz29004,"Great Bend, KS",14839.0,32269,31612.0,33153,28026.0,23802.0,27415.0,38463,31455.0,38961,32873.0,31215.0,3367.0,26060,,26780,26172.0,21733.0,14970.0,32098,29959.0,32507,29493.0,26663.0
cz32802,"Corsicana, TX",14837.0,27427,33932.0,31004,26346.0,21522.0,29483.0,36432,40975.0,37236,33283.0,31751.0,12049.0,22753,27978.0,24647,25220.0,21321.0,20464.0,29469,33440.0,30606,29218.0,26743.0
cz27701,"Scottsbluff, NE",14737.0,32394,36015.0,34225,25925.0,12038.0,23681.0,37398,41686.0,37920,31668.0,13816.0,14989.0,26698,29300.0,28742,24269.0,11237.0,19195.0,31920,34484.0,33065,27943.0,12593.0
cz13501,"Toledo, MI & OH",14700.0,30742,38863.0,32685,25964.0,21046.0,19461.0,34132,39201.0,34952,30386.0,27226.0,10303.0,22304,31625.0,24056,21572.0,19032.0,14743.0,28138,34828.0,29243,25961.0,23292.0
